url,title,authors,publisher,pubdate,price,rating,votes,want_to_read,reading,read
https://book.douban.com/subject/35031587/,绝叫,[日] 叶真中显,北京联合出版公司,2020-7,58.00元,8.9,150319,111620,3726,168703
https://book.douban.com/subject/35094680/,桶川跟踪狂杀人事件,[日] 清水洁,四川人民出版社,2021-2,45.00元,9.0,61852,86096,2255,70595
https://book.douban.com/subject/35170896/,平面国,[英] 埃德温·A·艾勃特,上海文化出版社,2020-8,39.80元,9.2,37297,59385,2088,43265
https://book.douban.com/subject/3518332/,绿毛水怪,王小波,时代文艺出版社,2009-1,30.00元,9.1,27710,45477,1109,46005
https://book.douban.com/subject/35218475/,变形记,[奥地利] 弗朗茨·卡夫卡,北京燕山出版社,2020-1-1,45.00,9.2,24209,19370,670,29443
https://book.douban.com/subject/35272817/,西线无战事,[德] 埃里希·玛丽亚·雷马克,上海文艺出版社,2021-1,49.00元,9.4,31546,55204,1797,38258
https://book.douban.com/subject/35313227/,刘擎西方现代思想讲义,刘擎,新星出版社,2021-1,79.00元,9.2,45808,116814,7330,51165
https://book.douban.com/subject/35317169/,成为波伏瓦,[英] 凯特·柯克帕特里克,中信出版社,2021-3,78.00元,9.0,21145,77411,3689,25257
https://book.douban.com/subject/35430425/,流俗地,【马来西亚】黎紫书,北京十月文艺出版社,2021-4-1,55.00元,9.1,43674,122691,4304,49733
https://book.douban.com/subject/35481512/,也许你该找个人聊聊,[美]洛莉·戈特利布,上海文化出版社,2021-7-28,68.00元,9.0,62690,157599,9713,68762
https://book.douban.com/subject/35494160/,挽救计划,[美] 安迪·威尔,译林出版社,2021-9,68.00,9.1,24833,50027,1867,27276
https://book.douban.com/subject/35517022/,鹿川有许多粪,李沧东,武汉大学出版社,2021-8,58.00元,8.9,42182,94465,2227,49307
https://book.douban.com/subject/26905337/,檀香刑,莫言,浙江文艺出版社,2017-1,56.00元,9.2,44663,52071,2547,56081
https://book.douban.com/subject/26925171/,大明王朝1566,刘和平,花城出版社,2016-7,88.00元,9.5,21648,24272,2252,24347
https://book.douban.com/subject/26980487/,悉达多,[德] 赫尔曼·黑塞,天津人民出版社,2017-1,32.00元,9.1,178747,140254,8884,217890
https://book.douban.com/subject/26986954/,新名字的故事,[意] 埃莱娜·费兰特,人民文学出版社,2017-4,59.00元,9.2,112204,141559,4805,152531
https://book.douban.com/subject/27002046/,美丽新世界,【英】奥尔德斯·赫胥黎,上海译文出版社,2017-6,45.00元,9.1,72348,0,0,0
https://book.douban.com/subject/27062726/,贾想 I,贾樟柯 万佳欢 编,台海出版社,2017-6-1,49.00元,9.1,15653,24572,1747,17838
https://book.douban.com/subject/27104959/,离开的，留下的,[意] 埃莱娜·费兰特,人民文学出版社,2017-10,62.00元,8.9,92017,68840,2929,120844
https://book.douban.com/subject/27184303/,遥远的向日葵地,李娟,花城出版社,2017-11,38.00元,9.1,48333,49688,2860,57286
https://book.douban.com/subject/27614904/,房思琪的初恋乐园,林奕含,北京联合出版公司,2018-2,45.00元,9.2,422743,293672,23647,554940
https://book.douban.com/subject/27615361/,昨日的世界,[奥地利] 斯蒂芬·茨威格,上海译文出版社,2018-7,49.00元,9.4,22819,59715,4030,24908
https://book.douban.com/subject/3006581/,无人生还,[英] 阿加莎・克里斯蒂,人民文学出版社,2008-3,19.00,9.0,167833,116450,3234,230973
https://book.douban.com/subject/30116399/,跨越边界的社区（修订版）,项飙,生活·读书·新知三联书店,2018-3,68.00元,9.4,12246,74051,3692,14250
https://book.douban.com/subject/30125030/,天生有罪,[南非] 特雷弗·诺亚,北京联合出版公司,2018-2-1,58.00,9.1,25047,47129,1576,29737
https://book.douban.com/subject/30142261/,长日将尽,[英] 石黑一雄,上海译文出版社,2018-5,48,8.9,45698,97299,3462,62256
https://book.douban.com/subject/30172069/,失踪的孩子,[意] 埃莱娜·费兰特,人民文学出版社,2018-7,62.00元,9.2,100785,172266,4154,136369
https://book.douban.com/subject/33440205/,你当像鸟飞往你的山,塔拉·韦斯特弗,南海出版公司,2019-10,59.00元,8.7,225102,279410,23370,278950
https://book.douban.com/subject/6518605/,三体全集,刘慈欣,重庆出版社,2012-1,168.00元,9.5,216032,214995,48677,372538
https://book.douban.com/subject/35523099/,从零开始的女性主义,[日本] 上野千鹤子 田房永子,北京联合出版公司,2021-9,52.00元,8.7,79084,109818,6132,92668
https://book.douban.com/subject/35546622/,置身事内,兰小欢,上海人民出版社,2021-8,65.00元,9.1,105133,190101,19418,112669
https://book.douban.com/subject/35587028/,生死疲劳,莫言,浙江文艺出版社,2021-11,69.90元,8.9,64880,96790,8496,73015
https://book.douban.com/subject/35776315/,足利女童连续失踪事件,[日] 清水洁,文汇出版社,2022-7,49.00元,9.0,31094,47630,1200,35404
https://book.douban.com/subject/3578470/,德米安,[德] 赫尔曼·黑塞,上海人民出版社,2009-3,25.00元,8.9,45663,84887,3082,61014
https://book.douban.com/subject/35819419/,可能性的艺术,刘瑜,广西师范大学出版社,2022-4,82.00元,9.1,50681,123565,7055,56012
https://book.douban.com/subject/35942057/,看不见的女性,卡罗琳·克里亚多·佩雷斯,新星出版社,2022-8,69.00元,9.1,23076,97188,4783,25240
https://book.douban.com/subject/35966120/,始于极限,[日] 上野千鹤子 [日] 铃木凉美,新星出版社,2022-9-20,59.00元,9.0,85572,153749,10613,95581
https://book.douban.com/subject/36078195/,一个女人的故事,[法]安妮·埃尔诺,上海人民出版社,2022-10,38.00,9.0,24589,39082,641,28879
https://book.douban.com/subject/36096304/,翦商,李硕,广西师范大学出版社,2022-10,99.00元,8.9,38626,111114,7240,41605
https://book.douban.com/subject/36328704/,太白金星有点烦,马伯庸,湖南文艺出版社,2023-6,45.00,9.0,149102,75302,4977,169243
https://book.douban.com/subject/3633461/,一句顶一万句,刘震云,长江文艺出版社,2009-3,29.80,8.8,102204,137930,8295,146846
https://book.douban.com/subject/36392723/,她对此感到厌烦,妚鹤,北京联合出版公司,2023-4,54.80元,9.0,29794,34599,2563,31446
https://book.douban.com/subject/36457094/,明亮的夜晚,[韩]崔恩荣,台海出版社,2023-8,52,9.0,70693,86520,3238,77282
https://book.douban.com/subject/3674537/,明朝那些事儿（1-9）,当年明月,中国海关出版社,2009-4,358.20元,9.2,202583,132532,28488,270538
https://book.douban.com/subject/36794613/,康熙的红票,孙立天,商务印书馆,2024-3,78,9.3,15843,46224,1466,17019
https://book.douban.com/subject/4884218/,我的阿勒泰,李娟,云南人民出版社,2010-7,25.00元,8.9,34964,49522,3434,49779
https://book.douban.com/subject/4908885/,局外人,[法] 阿尔贝·加缪,上海译文出版社,2010-8,22.00元,9.1,272633,231758,10641,391174
https://book.douban.com/subject/4913064/,活着,余华,作家出版社,2012-8,28.00元,9.4,914954,373483,32019,1427897
https://book.douban.com/subject/4920007/,不能承受的生命之轻,米兰·昆德拉,上海译文出版社,2010-8,29.00元,8.8,51021,53637,5528,75594
https://book.douban.com/subject/5038409/,金色梦乡,[日] 伊坂幸太郎,译林出版社,2010-9,35.00元,9.0,34425,71947,1719,47491
https://book.douban.com/subject/5337248/,台北人,白先勇,广西师范大学出版社,2010-10,38.00元,9.0,84054,103375,6657,122123
https://book.douban.com/subject/5337254/,孽子,白先勇,广西师范大学出版社,2010-10,46.00元,9.1,58832,92797,3973,77151
https://book.douban.com/subject/5414391/,寻路中国,[美] 彼得·海斯勒,上海译文出版社,2011-1,33.00元,9.0,61291,136283,9777,82935
https://book.douban.com/subject/6082808/,百年孤独,[哥伦比亚] 加西亚·马尔克斯,南海出版公司,2011-6,39.50元,9.3,473998,478753,65299,705336
https://book.douban.com/subject/6388661/,这些人，那些事,吴念真,译林出版社,2011-9,28.00元,8.8,70258,112445,7265,103518
